icao,iata,name,callsign,country,active
NAS,UE,Nasair,NASAIRWAYS,Eritrea,Y
NAT,,North Atlantic Air Inc,MASS AIR,United States,N
NAU,,Antanik-Air,ANTANIK,Ukraine,N
NAV,,Nav Flight Planning,NAV DISPATCH,Czech Republic,N
NAX,DY,Norwegian Air Shuttle,NOR SHUTTLE,Norway,Y
NAY,,Navegacion Servicios Aereos Canarios SA,NAYSA,Spain,N
NAZ,,Servicios Aereos del Nazas SA de CV,NAZAS,Mexico,N
NBE,,Novosibirsk Aviaenterprise,NAKAIR,Russia,N
NBK,F4,Albarka Air,AL-AIR,Nigeria,N
NBL,,Nobil Air,NOBIL AIR,Moldova,N
NBN,,North British Airlines,TEESAIR,United Kingdom,N
NBR,,Haughey Air,NORBROOK,United Kingdom,N
NBS,,Nimbus Aviation,NIMBUS,United Kingdom,N
NCA,KZ,Nippon Cargo Airlines,NIPPON CARGO,Japan,N
NCB,,North Caribou Flying Service Ltd,NORTH CARIBOU,Canada,N
NCC,,North Coast Air Services Ltd,NORTH COAST,Canada,N
NCE,,Northcoast Executive Airlines,TOP HAT,United States,N
NCF,,Norfolk County Flight College,COUNTY,United Kingdom,Y
NCG,,Nederlandse Kustwacht,NETHERLANDS COASTGUARD,Netherlands,N
NCH,,Chanchangi Airlines,CHANCHANGI,Nigeria,N
NCL,,ACA-Ancargo Air Sociedade de Transporte de Carga Lda,ANCARGO AIR,Angola,N
NCM,,Nas Air,AIR BANE,Angola,N
NCN,N4,National Airlines,,Chile,N
NCO,,Natalco Air Lines,NATALCO,S,N
NCP,,Capital Airlines Limited,CAPITAL SHUTTLE,Nigeria,N
NCR,N8,National Air Cargo,,United States,Y
NCS,,Simpson Air Ltd,COMMUTER-CANADA,Canada,N
NDA,,Northern Airways,NORTHERN DAKOTA,United States,N
NDC,LF,FlyNordic,NORDIC,Sweden,Y
NDF,,Namibian Defence Force,NAMIBIAN AIR FORCE,Namibia,N
NDN,,Transportes Aereos Cielos Andinos,ANDINOS,Peru,Y
NDS,,Nordstree (Australia),,Australia,N
NDU,,University of North Dakota,SIOUX,United States,N
NEA,EJ,New England Airlines,NEW ENGLAND,United States,Y
NEB,,State of Nebraska,NEBRASKA,United States,N
NEC,,Necon Air,NECON AIR,Nepal,N
NEE,,Northeast Airlines,NORTHEAST,United States,N
NEF,,Nord-Flyg,NORDEX,Sweden,N
NEG,,Linea Aerea de Fumig Aguas Negras,AGUAS NEGRAS,Chile,N
NEL,,Aero Servicios de Nuevo Laredo,AEROLAREDO,Mexico,N
NEN,,North-East Airlines,NORTHEAST SWAN,Nigeria,N
NER,,Air Newark,NEWAIR,United States,N
NES,JH,Nordeste Linhas Aereas Regionais,NORDESTE,Brazil,N
NET,,Network Aviation Services,NETWORK,Nigeria,N
NEX,,Northern Executive Aviation,NEATAX,United Kingdom,N
NEZ,,New England Air Express,ENGAIR,United States,N
NFA,M3,North Flying,NORTH FLYING,Denmark,N
NFC,,North Atlantic Cargo,NORTH ATLANTIC,Norway,N
NFD,,Nürnberger Flugdienst,,Germany,N
NFF,,Aircraft Support and Services,,Lebanon,N
NFL,,Northaire Feight Lines,GREAT LAKES,United States,N
NFS,,Afrique CArgo Service Senegal,,Senegal,N
NFT,,Nefteyugansk Aviation Division,NEFTEAVIA,Russia,N
NGA,,Nigeria Airways,NIGERIA,Nigeria,N
NGB,NJ,Nordic Global Airlines,Nordic Global,Finland,Y
NGC,,Angoservice,ANGOSERVICE,Angola,N
NGE,,Angel Airlines,ANGEL AIR,Thailand,N
NGF,,Angel Flight America,ANGEL FLIGHT,United States,N
NGK,,Oriental Air Bridge,ORIENTAL BRIDGE,Japan,N
NGO,,Air-Angol,AIR ANGOL,Angola,N
NGP,,Air Nigeria,REGAL EAGLE,Nigeria,N
NGR,,Nigerian Air Force,NIGERIAN AIRFORCE,Nigeria,N
NGV,,Angoavia,ANGOAVIA,Angola,N
NGX,,Nigerian Global,AIR GLOBAL,Nigeria,N
NHG,,NHT Lineas Aereas,HELGA,Brazil,N
NHK,,Federal Aviation Administration,NIGHTHAWK,United States,N
NHL,,Northumbria Helicopters,NORTHUMBRIA,United Kingdom,N
NHR,,Nuevo Horizonte Internacional,NUEVO HORIZONTE,Mexico,N
NHT,,New Heights 291,NEWHEIGHTS,South Africa,N
NHZ,,Nada Air Service,NADA AIR,Chad,N
NIA,NP,Nile Air,NILEBIRD,Egypt,Y
NIC,,Northern Illinois Commuter,ILLINOIS COMMUTER,United States,N
NID,,Aeroni,AERONI,Mexico,N
NIE,,Aeroejecutiva Nieto,AERONIETO,Mexico,N
NIG,AJ,Aero Contractors,AEROLINE,Nigeria,Y
NIN,,Nurman Avia Indopura,NURVINDO,Indonesia,N
NIR,,Norsk Flyrjeneste,NORSEMAN,Norway,N
NIS,,Nicaraguense De Aviacion,NICA,Nicaragua,N
NIT,,Midwest Aviation,NIGHTTRAIN,United States,N
NJC,,Nashville Jet Charters,NASHVILLE JET,United States,N
NJS,NC,National Jet Systems,NATIONAL JET,Australia,Y
NKF,8N,Barents AirLink,NORDFLIGHT,Sweden,Y
NKL,,Nakheel Aviation,NAKHEEL,United Arab Emirates,N
NKS,NK,Spirit Airlines,SPIRIT WINGS,United States,Y
NKV,,Nikolaev-Air,AIR NIKOLAEV,Ukraine,N
NKZ,,Aerokuzbass,NOVOKUZNETSK,Russia,N
NLA,,Neiltown Air,NEILTOWN AIR,Canada,N
NLC,,Nelair Charters,NELAIR,South Africa,N
NLG,,NEL Cargo,NELCARGO,Ivory Coast,N
NLH,DU,Norwegian Long Haul AS,NORSTAR,Norway,Y
NLK,,Elbrus-Avia Air Enterprise,ELAVIA,Russia,N
NLL,,Northafrican Air Transport,NORTHAFRICAN AIR,Libya,N
NLS,,Nationale Luchtvaartschool,PANDER,Netherlands,N
NLT,,Newfoundland Labrador Air Transport,NALAIR,Canada,N
NLW,,Nile Wings Aviation Services,NILE WINGS,Sudan,N
NLY,HG,Niki,FLYNIKI,Austria,Y
NMA,,Nesma Airlines,Nesma Airlines,Egypt,Y
NMB,SW,Air Namibia,NAMIBIA,Namibia,Y
NMD,,Nomad Aviation,NOMAD AIR,Namibia,N
NMI,LW,Pacific Wings,TSUNAMI,United States,Y
NML,,Gambia New Millennium Air,NEWMILL,Gambia,N
NOA,,Norontair,NORONTAIR,Canada,N
NOC,,Norcopter,,Norway,N
NOF,,Fonnafly,FONNA,Norway,N
NOH,,No. 32 (The Royal) Squadron RAF,NORTHOLT,United Kingdom,N
NOK,DD,Nok Air,NOK AIR,Thailand,Y
NOL,,National Overseas Airlines Company,NAT AIRLINE,Egypt,N
NON,,Servicios Aereos Latinoamericanos,SERVICIOS LATINO,Mexico,N
NOR,,Norsk Helikopter,NORSKE,Norway,N
NOS,NO,Neos,MOONFLOWER,Italy,N
NOT,,Linea Aerea Costa Norte,COSTA NORTE,Chile,N
NOV,M4,Nova Airline,NOVANILE,Sudan,N
NOW,,Royal Norwegian Air Force,NORWEGIAN,Norway,N
NOY,,Noy Aviation,NOY AVIATION,Israel,N
NPC,,Western Air Couriers,NORPAC,United States,N
NPL,,Air Nepal International,AIR NEPAL,Nepal,N
NPO,,Novosibirsk Aviation Production Association,NOVSIB,Russia,N
NPR,,Air Napier,,New Zealand,N
NPT,,Atlantic Airlines,NEPTUNE,United Kingdom,N
NPX,,Northeast Aviation,NORTHEAST EXPRESS,United States,N
NRC,,North Sea Airways,NORTH SEA,Netherlands,N
NRD,6N,Nordic Regional,NORTH RIDER,Sweden,N
NRE,,Aviones Are,AVIONES ARE,Mexico,N
NRG,,Ross Aviation,ENERGY,United States,N
NRK,,Naturelink Charter,NATURELINK,South Africa,N
NRL,,Nolinor Aviation,NOLINOR,Canada,N
NRN,,Royal Netherland Navy,NETHERLANDS NAVY,Netherlands,N
NRO,,Aero Rent JSC,AEROMASTER,Russia,N
NRP,,Aeronord-Grup,AERONORD,Moldova,N
NRR,,Natureair,NATUREAIR,Costa Rica,N
NRS,,Atlantic Richfield Company,NORTH SLOPE,United States,N
NRT,,Norestair,NORESTAIR,Spain,N
NRV,,North Vancouver Airlines,NORVAN,Canada,N
NRW,,Polizeifliegerstaffel Nordrhein-Westfalen,HUMMEL,Germany,N
NRX,,Norse Air Charter,NORSE AIR,South Africa,N
NRZ,,Servicios Aereos Monarrez,MONARREZ,Mexico,N
NSA,,Nile Safaris Aviation,NILE SAFARIS,Sudan,N
NSC,,Societe De Transport Aerien De Mauritanie,TRANS-SOCIETE,Mauritania,N
NSE,9R,SATENA,SATENA,Colombia,Y
NSF,,Northamptonshire School of Flying,NORTON,United Kingdom,N
NSK,,Air Intersalonika,INTERSALONIKA,Greece,N
NSL,,Neric,NERICAIR,United Kingdom,N
NSM,,Global Jet Corporation,THUNDERCLOUD,United States,N
NSO,,Aerolineas Sosa,SOSA,Honduras,N
NSP,,Novosibirsk Aircraft Repairing Plant,NARPAIR,Russia,N
NSR,,National Air Charter,NASAIR,Indonesia,N
NSS,,Northstar Aviation,NORTHSTAR,United States,N
NSW,,Country Connection Airlines,,Australia,N
NTA,,Northern Thunderbird Air,THUNDERBIRD,Canada,N
NTB,,Servicios Aereos Del Norte,SERVINORTE,Mexico,N
NTC,,Gibson Aviation,NIGHT CHASE,United States,N
NTD,,Aero Norte,,Mexico,N
NTE,,Interaire,INTERMEX,Mexico,N
NTG,,Servicios Intergrales De Aviacion,INTERGRALES,Mexico,N
NTH,,Hokkaido Air System,NORTH AIR,Japan,N
NTJ,2N,NextJet,NEXTJET,Sweden,Y
NTK,,Natioanl Air Traffic Controllers Association,NATCA,United States,N
NTL,,Air Anatolia,AIR ANATOLIA,Turkey,N
NTM,,North American Airlines,NORTHAM,Canada,Y
NTR,,TNT International Aviation,NITRO,United Kingdom,N
NTS,,Cirrus Air,NITE STAR,United States,N
NTT,,Inter Tropic Airlines,INTER-TROPIC,Sierra Leone,N
NTV,,Air Inter Ivoire,INTER-IVOIRE,Ivory Coast,N
NTW,CE,Nationwide Airlines,NATIONWIDE,South Africa,Y
NTX,,Northern Jet Management,NORTAX,United States,N
NUL,,Aeroservicios De Nuevo Leon,SERVICIOS NUEVOLEON,Mexico,N
NUN,,Nunasi-Central Airlines,NUNASI,Canada,N
NVA,,Nile Valley Aviation Company,,Egypt,N
NVC,,NAV CANADA,NAV CAN,Canada,N
NVD,,Nordic Solutions,NORDVIND,Lithuania,N
NVG,,Novogorod Air Enterprise,SADKO AVIA,Russia,N
NVI,,Avial NV Aviation Company,NEW AVIAL,Russia,N
NVJ,,Fly International Airways,NOUVINTER,Tunisia,N
NVK,,Nizhnevartovskavia,VARTOSKAVIA,Russia,N
NVL,,Navigator Airlines,NAVLINES,Armenia,N
NVM,,Naviera Mexicana,NAVIERA,Mexico,N
NVP,,Navegacao Aerea De Portugal,,Portugal,N
NVR,1I,Novair,NAVIGATOR,Sweden,Y
NVY,,Royal Navy,NAVY,United Kingdom,N
NWA,NW,Northwest Airlines,NORTHWEST,United States,Y
NWD,,New World Jet Corporation,NEW WORLD,United States,N
NWE,,Northwest Aero Associates,,United States,N
NWG,,Airwing,NORWING,Norway,N
NWL,HW,North-Wright Airways,NORTHWRIGHT,Canada,N
NWN,,Northwinds Northern,NORTHWINDS,Canada,N
NWO,,Northwood Headquarters (RAF,,United Kingdom,N
NWR,FY,Northwest Regional Airlines,,Australia,N
NWS,,NordWind Airlines,NORDLAND,Russia,N
NWT,,Northwest Territorial Airways,TERRITORIAL,Canada,N
NWW,,North West Airlines,HALANT,Australia,N
NWZ,,Nationwide Airlines (Zambia),ZAMNAT,Zambia,N
NXA,,Air Next,BLUE-DOLPHIN,Japan,N
NXB,XB,NEXT Brasil,XB,Brazil,Y
NXF,,Nextflight Aviation,NEXTFLIGHT,United States,N
NXS,,Nexus Aviation,NEXUS AVIATION,Nigeria,N
NXT,,National Express,NATIONAL FREIGHT,United States,N
NYA,,Nanyah Aviation,NANYAH,Israel,N
NYB,,Belgian Navy,BELGIAN NAVY,Belgium,N
NYH,,New York Helicopter,NEW YORK,United States,N
NYL,,Mid Airlines,NILE,Sudan,N
NYS,,Nyasa Express,NYASA,Malawi,N
NYT,,Yeti Airlines ,,Nepal,Y
NZA,,Nayzak Air Transport,,Libya,N
NZM,NM,Mount Cook Airlines,MOUNTCOOK,New Zealand,N
OAA,,Oxley Aviation,,Australia,N
OAB,O1,Orbit Airlines Azerbaijan,Orbitaz,Azerbaijan,Y
OAC,,Oriental Airlines,ORIENTAL AIR,Nigeria,N
OAD,,Orscom Tourist Installations Company,ORSCOM,Egypt,N
OAE,OY,Omni Air International,OMNI-EXPRESS,United States,Y
OAI,,Orbit International Airlines,OA,United States,Y
OAL,OA,Olympic Airlines,OLYMPIC,Greece,Y
OAN,,Orbit Atlantic Airways,,United States,Y
OAO,,Arkhangelsk 2 Aviation Division,DVINA,Russia,N
OAP,,COAPA AIR,COAPA,Mexico,N
OAR,,Orbit Regional Airlines,OA,United States,Y
OAV,,Omni - Aviacao e Tecnologia,OMNI,Portugal,N
OAW,2L,Helvetic Airways,HELVETIC,Switzerland,Y
OAX,,Operational Aviation Services,,Australia,N
OBA,,Aerobanana,AEROBANANA,Mexico,N
OBK,,Amako Airlines,AMAKO AIR,Nigeria,N
OBS,,Orbest,ORBEST,Portugal,Y
OBT,,Orbit Airlines,Orbit,United States,Y
OCA,R7,Aserca Airlines,AROSCA,Venezuela,Y
OCE,,Heliocean,HELIOCEAN,France,N
OCM,UQ,O'Connor Airlines,OCONNOR,Australia,N
OCN,,O Air,O-BIRD,France,N
OCO,,Ostend Air College,AIR COLLEGE,Belgium,N
OCS,,Ocean Sky (UK),OCEANSKY,United Kingdom,N
ODI,,Jonsson, H Air Taxi,ODINN,N
ODM,,Pan African Airways,,Kenya,N
ODS,,Odessa Airlines,ODESSA AIR,Ukraine,N
ODY,,Odyssey International,ODYSSEY,Canada,N
OEA,OX,Orient Thai Airlines,ORIENT THAI,Thailand,Y
OEC,,Christophorus Flugrettungsverein,CHRISTOPHORUS,Austria,N
OED,,Orion Air Charter,ORION CHARTER,South Africa,N
OFA,,Helitaxi Ofavi,OFAVI,Mexico,N
OFF,,Challenge International Airlines,CHALLENGE AIR,United States,N
OGI,,Aerogisa,AEROGISA,Mexico,N
OGJ,,Bakoji Airlines Services,BAKO AIR,Nigeria,N
OGN,QO,Origin Pacific Airways,ORIGIN,New Zealand,Y
OHK,O8,Oasis Hong Kong Airlines,OASIS,Hong Kong,Y
OHY,8Q,Onur Air,ONUR AIR,Turkey,Y
OIC,,Iwamoto Crane Co Ltd,,Japan,N
OIX,,Orion-x,ORIONIX,Russia,N
OJY,,Florida Air,OHJAY,United States,N
OKA,,Okay Airways,OKAYJET,China,N
OKJ,,Okada Airlines,OKADA AIR,Nigeria,N
OKL,,Oklahoma Department of Public Safety,OKLAHOMA,United States,N
OKP,,Okapi Airways,OKAPI,Democratic Republic of Congo,N
OKS,S0,Slok Air Gambia,SLOK GAMBIA,Gambia,N
OKT,,Soko Aviation,SOKO AIR,Spain,N
OLA,OJ,Overland Airways,OVERLAND,Nigeria,Y
OLC,,Solar Cargo,SOLARCARGO,Venezuela,N
OLE,,Operadora de Lineas Ejecutivas,OPERADORA,Mexico,N
OLO,,Soloflight,SOLO,United Kingdom,N
OLR,,Colaereos,COLAEREOS,Ecuador,N
OLS,,Sol Lineas Aereas,FLIGHT SOL,Argentina,Y
OLT,OL,Ostfriesische Lufttransport,OLTRA,Germany,Y
OLV,,Aerolineas Olve,OLVE,Mexico,N
OLX,,Olimex Aerotaxi,OLIMEX,Czech Republic,N
OLY,,Olympic Aviation,OLAVIA,Greece,N
OMA,WY,Oman Air,OMAN AIR,Oman,Y
OME,MR,Homer Air,,Germany,Y
OMF,,Omniflys,OMNIFLYS,Mexico,N
OMG,,Aeromega,OMEGA,United Kingdom,N
OML,,Organizacoes Mambra,MAMBRA,Angola,N
OMR,,Minair,ORMINE,Central African Republic,N
OMS,N3,Omskavia Airline,OMSK,Russia,N
ONE,O6,Oceanair,OCEANAIR,Brazil,Y
ONG,,Sonnig SA,SONNIG,Switzerland,N
ONM,,Presidencia de La Republica de Guinea Ecuatorial,,Equatorial Guinea,N
ONR,,Air One Nine,EDER,Libya,N
ONT,,Air Ontario,ONTARIO,Canada,N
OOM,Z4,Zoom Airlines,ZOOM,Canada,Y
OOT,,Out Of The Blue Air Safaris,OOTBAS,South Africa,N
OPA,,Opal Air,,Australia,N
OPC,,Krystel Air Charter,OPTIC,United Kingdom,N
OPS,,Jet-Ops,OPS-JET,United Arab Emirates,N
OPT,,Flight Options,OPTIONS,United States,N
OPV,,Operadora de Veulos Ejectutivos,OPERADORA DE VUELOS,Mexico,N
ORA,,Long Island Airlines,LONG ISLAND,United States,N
ORB,R2,Orenburg Airlines,ORENBURG,Russia,Y
ORC,OI,Orchid Airlines,,Australia,Y
ORD,,Orange Air Services,ORANGE SERVICES,Sierra Leone,N
ORE,,Orange Aviation,ORANGE AVIATION,Israel,N
ORF,,Oman Royal Flight,OMAN,Oman,N
ORG,,Orenburzhie,,Russia,Y
ORJ,,Orange Air Sierra Leone,ORANGE SIERRA,Sierra Leone,N
ORK,,Orca Air,ORCA TAXI,Egypt,N
ORL,,On Air Limited,ON AIR,Canada,N
ORM,,Orel State Air Enterprise,ORPRISE,Russia,N
ORN,,Orient Airways,ORIENT LINER,Pakistan,N
ORO,,C N Air,CAPRI,Spain,N
ORP,,Aerocorp,CORPSA,Mexico,N
ORR,,Operadora Turistica Aurora,TURISTICA AURORA,Mexico,N
ORS,,Action Air,AVIATION SERVICE,Italy,N
ORX,,Orbit Express Airlines,OREX,Turkey,N
ORZ,,Zorex,ZOREX,Spain,N
OSA,,Open Sky Aviation,,Lebanon,N
OSH,,Osh Avia,OSH AVIA,Kyrgyzstan,N
OSL,SO,Sosoliso Airlines,SOSOLISO,Nigeria,N
OSN,,Aerosan,AEROSAN,Mexico,N
OSO,,Aviapartner Limited Company,,Russia,N
OSS,,Servicios Aereos Noticiosos,NOTICIOSOS,Mexico,N
OST,,Airline Alania,ALANIA,Russia,N
OSW,,JetAfrica Swaziland,BEVO,Swaziland,N
OSY,1L,Open Skies Consultative Commission,OPEN SKIES,United States,N
OTA,,Organizacion De Transportes Aereos,ORGANIZACION,Mexico,N
OTG,,One Two Go Airlines,THAI EXPRESS,Thailand,Y
OTJ,X5,Fly Romania,TENDER AIR,Romania,Y
OTL,,South Airlines,SOUTHLINE,Ukraine,N
OTM,,Onetime Airlines Zambia,ZEDTIME,Zambia,N
OTN,,LASTP,LASTP,S,N
OTP,,Operadora de Transportes Aereos,OPERADORA AEREO,Mexico,N
OTR,,Orient Airlines,ORIENTROC,Sudan,N
OUL,,Air Atonabee,CITY EXPRESS,Canada,N
OVA,,Aero Nova,AERONOVA,Spain,N
OVC,,Aerovic,,Ecuador,N
OVE,,Aeromover,AEROMOVER,Mexico,N
OVI,,Aerovias Ejecutivas,VIAS EJECUTIVAS,Mexico,N
OVV,,Orient Air,ORIENTSYR,Syrian Arab Republic,N
OWL,,Miami Valley Aviation,NIGHT OWL,United States,N
OXE,,Oxaero,OXOE,United Kingdom,N
OXO,,Million Air,MILL AIR,United States,N
OYE,,Koda International,KODA AIR,Nigeria,N
OZJ,O7,Ozjet Airlines,AUSJET,Australia,Y
OZR,OZ,Ozark Air Lines,OZARK,United States,N
OZU,,Hozu-Avia,HOZAVIA,Kazakhstan,N
OZW,,Skywest Airlines,OZWEST,Australia,Y
PAA,PA,Pan American Airways,,United States,N
PAB,,Pacific Air Boats,AIR BOATS,Canada,N
PAC,PO,Polar Air Cargo,POLAR,United States,N
PAD,,Professional Express Courier Service,AIR PROFESSIONAL,United States,N
PAE,,Paisajes Espanoles,PAISAJES,Spain,N
PAG,,Perimeter Aviation,PERIMETER,Canada,N
PAH,,Panorama Air Tour,LANI,United States,N
PAI,,Paradise Airways,SEA RAY,United States,N
PAJ,,Aliparma,ALIPARMA,Italy,N
PAK,,Pacific Alaska Airlines,PACIFIC ALASKA,United States,N
PAL,PR,Philippine Airlines,PHILIPPINE,Philippines,Y
PAM,,Phoenix Air Service,PHOENIX,Germany,N
PAO,PH,Polynesian Airlines,POLYNESIAN,Samoa,Y
PAP,,Langtry Flying Group,PROFLIGHT,United Kingdom,N
PAR,,Pacific Rim Airways,PACRIM,Australia,N
PAS,,Pelita Air Service,PELITA,Indonesia,N
PAT,,Priority Air Transport,PAT,United States,N
PAV,,VIP Avia,NICOL,Kazakhstan,N
PAW,,Pointair Burkina,POINTAIR BURKINA,Burkina Faso,N
PAX,,Pan Air,PANNEX,United States,N
PAZ,,Point Afrique Niger,POINTAIR NIGER,Niger,N
PBA,9Q,PB Air,PEEBEE AIR,Thailand,Y
PBB,,Polizeihubschrauberstaffel Brandenburg,ADEBAR,Germany,N
PBD,,Pobeda,POBEDA,Russia,Y
PBN,DJ,Pacific Blue,BLUEBIRD,New Zealand,N
PBT,,Air Parabet,PARABET,Bangladesh,N
PBU,8Y,Air Burundi,AIR-BURUNDI,Burundi,N
PBW,,Polizeihubschrauberstaffel Baden-Wurtemberg,BUSSARD,Germany,N
PBY,,Pearl Air Services,PEARL SERVICES,Uganda,N
PCA,,Penya De L'Aire,PENA DEL AIRE,Spain,N
PCC,,Perforadora Central,PERFORADORA CENTRAL,Mexico,N
PCE,Y5,Pace Airlines,PACE,United States,N
PCF,,Pacific Air Express,PACIFIC EXPRESS,United States,N
PCG,,Aeropostal Cargo de Mexico,POSTAL CARGO,Mexico,N
PCH,,Pilatus Flugzeugwerke,PILATUS WINGS,Switzerland,N
PCJ,,Pacific Jet,PACIFIC JET,United States,N
PCK,,Air Pack Express,AIRPACK EXPRESS,Spain,N
PCL,,Pinnacle Air Group,PINNACLE GROUP,United States,N
PCM,,Westair Industries,PAC VALLEY,United States,N
PCN,,Princeton Aviation Corporation,PRINCETON,United States,N
PCO,8P,Pacific Coastal Airline,PASCO,Canada,Y
PCR,,PAC Air,PACAIR,United States,N
PCS,,Air Palace,AIR PALACE,Mexico,N
PCV,,Pacific Aviation (Australia),PACAV,Australia,N
PCW,,Trans-Pacific Orient Airways,PACIFIC ORIENT,Philippines,N
PCX,,Pacific Aviation (United States),,United States,N
PDA,,Podilia-Avia,PODILIA,Ukraine,N
PDC,BK,Potomac Air,DISTRICT,United States,Y
PDD,,Phillips Alaska,PADA,United States,N
PDF,,Pelican Air Services,PELICAN AIRWAYS,South Africa,N
PDG,,PLM Dollar Group,OSPREY,United Kingdom,N
PDI,,Paradise Island Airways,PARADISE ISLAND,United States,N
PDQ,,PDQ Air Charter,DISPATCH,United States,N
PDR,,COMAV,SPEEDSTER,Namibia,N
PDT,PI,Piedmont Airlines (1948-1989),PIEDMONT,United States,Y
PDV,,Elicar,ELICAR,Italy,N
PDY,,Pen-Avia,PENDLEY,United Kingdom,N
PEA,,Pan Europeenne Air Service,,France,N
PEB,,Benders Air,PALEMA,Sweden,N
PEC,Q8,Pacific East Asia Cargo Airlines,PAC-EAST CARGO,Philippines,Y
PEI,,Panamedia,PANAMEDIA,Spain,N
PEL,OT,Aeropelican Air Services,PELICAN,Australia,Y
PEM,,Pem-Air,PEM-AIR,Canada,N
PEN,KS,Peninsula Airways,PENINSULA,United States,Y
PER,,Pioneers Limited,,Pakistan,N
PET,,Aerotransporte Petrolero,AEROPETRO,Colombia,N
PEV,,Pegasus Aviation,PEGAVIATION,Greece,N
PEX,,Pelican Express,PELICAN EXPRESS,United States,N
PFA,,Pacific Flight Services,PACIFIC SING,Singapore,N
PFI,,Aerolineas Chihuahua,PACIFICO CHIHUAHUA,Mexico,N
PFL,,Pacific Flier,KOROR,Palau,Y
PFN,,Pan African Air Services,PANAFRICAN,Sierra Leone,N
PFR,,Pacificair Airlines,PACIFIC WEST,United States,N
PFS,,Prairie Flying Service,PRAIRIE,United States,N
PFT,,Air Cargo Express International,PROFREIGHT,United States,N
PFZ,,Propflight Air Services,PROFLIGHT-ZAMBIA,Zambia,N
PGA,NI,Portugalia,PORTUGALIA,Portugal,Y
PGF,,Paragon Global Flight Support,,United Kingdom,N
PGH,,Pulkovo Aircraft Services,,Russia,N
PGI,,Panagra Airways,PANAGRA,United States,N
PGL,,Premiair Aviation Services,PREMIERE,United Kingdom,N
PGP,P9,Perm Airlines,PERM AIR,Russia,N
PGS,,Tauranga Aer Club,,New Zealand,N
PGT,PC,Pegasus Airlines,SUNTURK,Turkey,Y
PGX,,Paragon Air Express,PARAGON EXPRESS,United States,N
PHA,,Phoenix Air Group,GRAY BIRD,United States,N
PHB,,Phoebus Apollo Aviation,PHOEBUS,South Africa,N
PHC,,Petroleum Helicopters de Colombia,HELICOPTERS,Colombia,N
PHD,,Duncan Aviation,PANHANDLE,United States,N
PHE,,Pawan Hans,PAWAN HANS,India,N
PHG,,Phoenix Aviation,PHOENIX GROUP,Kyrgyzstan,N
PHH,,Polizeihubschrauberstaffel Hessen,IBIS,Germany,N
PHI,,Philips Aviation Services,PHILAIR,Netherlands,N
PHJ,,Pim Air,Pim Air,Netherlands,N
PHL,,Phillips Michigan City Flying Service,PHILLIPS,United States,N
PHM,,Petroleum Helicopters,PETROLEUM,United States,N
PHN,,Phoenix Air Lines,PHOENIX BRASIL,Brazil,N
PHO,,L&L Flygbildteknik,PHOTOFLIGHT,Sweden,N
PHR,,Al Farana Airline,PHARAOH,Egypt,N
PHS,,Polizeihubschrauberstaffel Sachsen,PASSAT,Germany,N
PHT,,Pan Havacilik Ve Ticaret,PANANK,Turkey,N
PHU,,Pannon Air Service,PANNON,Hungary,N
PHV,,Phenix Aviation,NEW BIRD,France,N
PHW,,Ave.com,PHOENIX SHARJAH,United Arab Emirates,N
PHY,,Phoenix Avia,PHOENIX ARMENIA,Armenia,N
PIA,PK,Pakistan International Airlines,PAKISTAN,Pakistan,Y
PIC,BL,Jetstar Pacific,PACIFIC AIRLINES,Vietnam,Y
PIE,,Air South West,PIRATE,United Kingdom,N
PIF,,Aeroservicios California Pacifico,AEROCALPA,Mexico,N
PIK,,Polizeihuberschrauberstaffel Sachsen-Anhalt,POLICE IKARUS,Germany,N
PIL,,Canada Jet Charters,PINNACLE,Canada,N
PIM,,Pinframat,PINFRAMAT,Angola,N
PIN,,Pacific International Airlines,ROAD RUNNERS,United States,N
PIO,,Pioneer Airlines,PIONEER,United States,N
PIR,NR,Pamir Airways,PAMIR,Afghanistan,N
PIV,,Sokol,AEROSOKOL,Russia,N
PIX,,Metropix UK,METROPIX,United Kingdom,N
PJA,,Private Jet Management,PRIVATE FLIGHT,United States,N
PJE,,Private Jet Expeditions,PEE JAY,United States,N
PJP,,Princely Jets,PRINCELY JETS,Pakistan,N
PJS,,Jet Aviation,JETAVIATION,Switzerland,N
PKA,,AST Pakistan Airways,PAKISTAN AIRWAY,Pakistan,N
PKP,,Mountain Air Express,PIKES PEAK,United States,N
PKR,,Pakker Avio,PAKKER AVIO,Estonia,N
PKV,,Псковавиа,,Russia,Y
PKW,,Pak West Airlines,PLATINUM WEST,United States,N
PKZ,,Prime Aviation,PRAVI,Kazakhstan,N
PLA,,Polynesian Air-Ways,POLYAIR,United States,N
PLB,DJ,Polynesian Blue,POLYBLUE,New Zealand,N
PLC,,Police Aviation Services,SPECIAL,United Kingdom,N
PLF,,Polish Air Force,POLISH AIRFORCE,Poland,N
PLI,PL,Aeroper,Aeroperu,Peru,Y
PLL,,Air Pal,AIRPAL,Spain,N
PLM,,Air Pullmantur,PULLMANTUR,Spain,N
PLN,,Planar,PLANAR,Angola,N
PLR,J3,Northwestern Air,POLARIS,Canada,Y
PLT,,South Carolina Aeronautics Commission,PALMETTO,United States,N
PLU,,Pilatus PC-12 Center De Mexico,PILATUS MEXICO,Mexico,N
PLX,,Pool Aviation,POOLEX,United Kingdom,N
